,date,source,medium,campaign,cost,impressions,clicks,users,revenue,conversion_rate,bounce_rate,time_on_site,device_type,browser,satisfaction_score,feedback_score,scores,anomaly
184,2023-10-02,brightedge,paid,direct,78.43,5984,6326,326,697.72,13.0,5%,10m 15s,Mobile,Firefox,1,4,0.10913343758203858,1
185,2023-11-01,google,none,organic,60.13,9835,461,253,125.58,7.0,7%,5m 47s,Desktop,Safari,3,4,0.03901252623007845,1
186,2022-03-06,brightedge,referral,direct,16.67,8788,1140,106,295.19,9.0,11%,1m 29s,Desktop,Firefox,3,5,0.05696028457134139,1
187,2023-02-22,enterprisemarketingportal,referral,organic,16.22,3969,7140,12,558.67,4.0,16%,2m 36s,Desktop,Firefox,2,4,0.05202004696045115,1
188,2022-03-27,brightedge,paid,referral,97.42,1899,2580,534,523.89,3.0,5%,2m 39s,Mobile,Chrome,1,3,0.002588455224489583,1
189,2022-01-31,referral,referral,chrome_launch_switch,91.83,9790,5127,111,330.0,12.0,21%,10m 58s,Mobile,Safari,5,5,0.021670668334965115,1
190,2022-12-13,referral,organic,direct,18.8,3409,2441,3,228.13,20.0,25%,9m 9s,Mobile,Safari,2,5,0.07072989091466875,1
191,2021-07-20,enterprisemarketingportal,organic,direct,74.12,3599,3521,453,219.21,14.0,5%,1m 34s,Desktop,Firefox,1,5,0.09014712116838536,1
192,2024-01-17,enterprisemarketingportal,none,direct,63.84,6490,730,73,701.84,13.0,16%,1m 22s,Desktop,Firefox,5,5,0.09385198233252895,1
193,2021-12-25,enterprisemarketingportal,paid,chrome_launch_switch,45.72,6911,2651,187,816.1,10.0,20%,2m 3s,Desktop,Safari,2,5,0.08411438962897805,1
194,2022-12-10,enterprisemarketingportal,referral,direct,44.71,6319,6450,618,28.41,12.0,9%,8m 54s,Mobile,Safari,4,5,0.08655976462669962,1
195,2021-10-05,referral,referral,organic,85.19,4434,7749,858,823.55,17.0,10%,10m 33s,Mobile,Firefox,1,4,0.09884818387639183,1
196,2023-09-03,brightedge,none,organic,9.88,7964,3197,464,261.05,13.0,15%,10m 15s,Mobile,Firefox,2,4,0.06299024718747348,1
197,2021-08-18,referral,organic,organic,28.1,8500,1407,516,374.53,19.0,10%,2m 7s,Desktop,Safari,5,3,0.06638947971852416,1
198,2022-01-04,referral,organic,chrome_launch_switch,12.71,9142,6729,902,390.66,4.0,8%,3m 3s,Mobile,Safari,3,4,0.029704755859905285,1
199,2021-02-09,referral,paid,referral,86.55,154,4665,117,120.91,9.0,17%,3m 16s,Mobile,Firefox,2,5,0.007529561108335359,1
200,2022-06-05,referral,paid,direct,78.96,1100,4195,961,705.81,7.0,25%,9m 30s,Mobile,Firefox,3,3,0.05159149350838421,1
201,2021-08-18,referral,referral,direct,88.61,9055,4865,516,878.11,27.0,10%,2m 57s,Desktop,Safari,3,5,0.021877045249435678,1
202,2022-08-15,brightedge,referral,referral,27.46,7977,1023,815,391.82,21.0,5%,9m 9s,Desktop,Chrome,4,5,0.07333918279923157,1
203,2023-12-08,referral,referral,referral,62.38,5804,1132,976,338.2,17.0,20%,10m 39s,Mobile,Safari,3,4,0.1124543246890482,1
204,2022-08-12,brightedge,paid,direct,94.3,7245,1447,390,659.25,23.0,6%,7m 32s,Desktop,Chrome,1,3,0.04805211444956359,1
205,2021-04-12,referral,organic,organic,22.32,9779,761,416,949.09,15.0,22%,7m 7s,Desktop,Firefox,4,3,0.03664678569902291,1
206,2021-12-26,google,organic,referral,33.26,3692,2248,504,609.47,16.0,25%,4m 31s,Mobile,Firefox,4,4,0.10229934587073364,1
207,2023-02-20,referral,none,direct,57.97,6962,8586,821,135.29,27.0,15%,6m 49s,Desktop,Safari,4,3,0.06405681561438403,1
208,2022-10-02,enterprisemarketingportal,none,organic,31.74,5204,526,364,744.41,21.0,19%,5m 20s,Mobile,Safari,4,4,0.09327886624701004,1
209,2023-12-03,google,organic,direct,18.63,4330,5996,210,574.39,2.0,23%,9m 2s,Desktop,Chrome,2,3,0.021065283399692714,1
210,2023-03-29,brightedge,none,chrome_launch_switch,32.63,2464,6893,551,540.04,3.0,5%,9m 23s,Desktop,Chrome,5,3,0.05332818107648629,1
211,2022-03-23,referral,none,direct,57.31,5801,5131,974,409.91,28.0,15%,7m 30s,Mobile,Safari,1,3,0.052381219749511376,1
212,2021-09-17,brightedge,paid,direct,52.88,6649,8466,92,881.07,1.0,18%,2m 7s,Mobile,Chrome,1,3,0.028078074172945833,1
213,2021-10-22,brightedge,paid,chrome_launch_switch,90.56,3354,6817,149,484.2,27.0,16%,9m 17s,Mobile,Safari,3,4,0.05963214826789698,1
214,2022-10-03,google,referral,direct,77.4,3287,3641,533,289.18,21.0,18%,8m 28s,Mobile,Safari,4,4,0.0903894653212795,1
215,2022-11-03,enterprisemarketingportal,none,organic,94.1,7753,8042,872,682.63,15.0,5%,8m 57s,Desktop,Chrome,2,4,0.06819520879249197,1
216,2021-10-04,enterprisemarketingportal,referral,direct,31.07,2768,780,771,558.97,22.0,14%,10m 28s,Desktop,Firefox,5,3,0.06312119776904601,1
217,2021-10-05,brightedge,organic,organic,42.46,8472,3921,561,809.29,10.0,8%,6m 21s,Desktop,Safari,3,3,0.06994471549663783,1
218,2021-05-10,google,organic,referral,44.21,8216,2800,639,182.3,7.0,7%,9m 5s,Desktop,Chrome,4,5,0.08053339493322265,1
219,2022-12-08,brightedge,organic,chrome_launch_switch,31.92,8578,748,550,407.09,6.0,24%,10m 40s,Desktop,Firefox,4,5,0.06541200306589257,1
220,2022-10-08,brightedge,referral,chrome_launch_switch,18.4,7961,2012,523,339.73,17.0,18%,1m 28s,Mobile,Safari,1,4,0.1016137551747952,1
221,2022-02-11,referral,none,direct,55.76,3441,8661,856,79.19,3.0,18%,9m 27s,Mobile,Safari,4,5,0.05217522497413307,1
222,2023-12-03,google,paid,organic,81.82,3414,1376,947,380.49,24.0,20%,5m 14s,Desktop,Chrome,4,5,0.06866915395107864,1
223,2023-03-13,google,organic,organic,22.0,7703,3986,945,758.7,20.0,14%,8m 25s,Desktop,Safari,3,4,0.1008597963324997,1
224,2021-05-26,brightedge,paid,chrome_launch_switch,15.78,7485,2307,424,470.62,25.0,13%,9m 48s,Desktop,Safari,1,3,0.05747181775231358,1
225,2021-02-15,google,organic,direct,28.03,7875,7395,115,684.28,11.0,12%,10m 52s,Desktop,Chrome,5,3,0.08034360312874278,1
226,2023-01-30,referral,none,direct,40.59,9399,4279,886,455.37,18.0,19%,2m 16s,Desktop,Firefox,5,5,0.06095066860098286,1
227,2021-05-02,brightedge,organic,chrome_launch_switch,7.61,2185,260,67,464.17,12.0,21%,7m 52s,Mobile,Safari,5,3,0.0362754178366963,1
228,2022-01-27,google,none,referral,94.88,3291,1634,360,374.01,18.0,20%,9m 16s,Desktop,Firefox,3,4,0.06403983809829383,1
229,2021-09-30,enterprisemarketingportal,none,direct,61.51,1680,1075,102,696.85,15.0,21%,1m 25s,Mobile,Firefox,3,4,0.09591833757467155,1
230,2021-03-24,brightedge,organic,direct,68.93,5120,2830,139,333.61,23.0,24%,5m 28s,Desktop,Chrome,2,4,0.09048060394178509,1
231,2023-07-29,brightedge,none,chrome_launch_switch,52.54,7915,2556,507,902.49,16.0,18%,7m 6s,Mobile,Safari,4,4,0.11978024807385151,1
232,2022-10-11,brightedge,organic,referral,70.38,2575,8525,816,261.19,8.0,7%,8m 13s,Mobile,Firefox,5,3,0.07231515580598857,1
233,2023-11-05,google,paid,direct,16.27,920,8832,382,144.05,8.0,20%,7m 59s,Mobile,Safari,2,3,0.028302434719817637,1
234,2023-10-09,referral,paid,direct,6.22,6654,1004,57,182.64,17.0,25%,8m 9s,Desktop,Firefox,1,4,0.05676753269368784,1
235,2023-10-13,referral,organic,chrome_launch_switch,70.7,7169,2674,172,64.19,29.0,6%,10m 4s,Mobile,Chrome,2,5,0.04035615812783411,1
236,2023-01-09,google,organic,referral,9.66,27,4888,24,652.66,23.0,19%,2m 3s,Desktop,Firefox,3,4,0.0013004085299467283,1
237,2023-04-26,referral,referral,organic,31.64,1103,4772,567,536.1,9.0,10%,2m 39s,Desktop,Chrome,4,3,0.061426890381000576,1
238,2023-12-05,brightedge,organic,direct,96.36,4892,468,14,852.65,4.0,21%,7m 12s,Desktop,Chrome,3,3,0.024873432417350183,1
239,2021-04-10,referral,paid,referral,94.86,7885,2755,413,942.02,27.0,17%,9m 34s,Desktop,Chrome,2,4,0.0398580043362331,1
240,2023-04-14,google,referral,organic,54.06,3626,2864,420,107.8,22.0,10%,6m 39s,Mobile,Chrome,1,4,0.10236624618386508,1
241,2021-06-24,brightedge,none,organic,41.07,3070,387,174,921.86,8.0,6%,3m 40s,Desktop,Firefox,1,5,0.08251137064938574,1
242,2021-12-26,google,none,organic,36.56,9778,4049,727,430.3,28.0,9%,8m 31s,Desktop,Safari,1,3,-0.004542127215697245,-1
243,2022-01-17,enterprisemarketingportal,none,referral,35.63,4729,3676,111,968.32,5.0,17%,3m 4s,Desktop,Safari,4,3,0.06918887863015644,1
244,2023-07-06,brightedge,referral,referral,92.02,3711,3634,332,293.66,10.0,6%,4m 14s,Mobile,Firefox,5,3,0.06036279755177887,1
245,2021-12-01,brightedge,paid,chrome_launch_switch,56.2,9018,8711,746,666.08,7.0,16%,4m 48s,Mobile,Firefox,4,4,0.07939913355486927,1
246,2021-11-24,google,none,direct,15.7,4200,4943,694,208.95,5.0,9%,9m 47s,Desktop,Chrome,4,5,0.04879639067015673,1
247,2023-07-28,referral,none,organic,25.07,2800,2292,784,861.92,30.0,8%,3m 49s,Mobile,Safari,1,3,0.007887094923491378,1
248,2021-05-21,enterprisemarketingportal,referral,organic,14.21,7524,5093,478,387.13,22.0,10%,5m 38s,Mobile,Safari,2,5,0.056170096480008036,1
249,2023-03-18,google,referral,referral,6.48,6692,2958,593,248.89,19.0,5%,3m 51s,Desktop,Chrome,1,3,0.039329858920916894,1
250,2021-08-21,google,paid,organic,29.91,1713,8993,959,199.62,7.0,25%,10m 58s,Mobile,Chrome,3,5,0.06594408464610224,1
251,2022-12-07,google,paid,chrome_launch_switch,4.37,7581,3770,220,536.26,9.0,14%,8m 4s,Desktop,Firefox,4,5,0.034721720811004,1
252,2023-02-24,referral,none,referral,2.51,158,114,272,240.09,8.0,8%,2m 1s,Desktop,Safari,5,5,-0.03547417434141753,-1
253,2023-07-20,google,organic,direct,80.85,8467,3193,145,672.11,24.0,11%,7m 43s,Mobile,Chrome,1,3,0.0350186072107731,1
254,2023-01-20,brightedge,paid,direct,31.03,9470,3811,227,424.36,3.0,5%,9m 46s,Mobile,Chrome,5,5,0.023919656700160385,1
255,2022-04-05,referral,referral,direct,74.87,6148,4163,237,272.05,6.0,13%,4m 23s,Desktop,Firefox,1,3,0.07695523994797204,1
256,2023-03-23,brightedge,referral,direct,63.57,6584,1801,473,663.04,23.0,25%,6m 25s,Desktop,Chrome,1,4,0.10360021819580656,1
257,2022-03-06,brightedge,organic,chrome_launch_switch,84.51,662,4676,891,741.46,17.0,12%,1m 49s,Desktop,Safari,2,3,0.03883427402123396,1
258,2021-01-29,google,none,referral,48.34,5225,6876,852,450.61,26.0,24%,9m 19s,Mobile,Safari,5,5,0.06545769516867883,1
259,2021-05-30,referral,referral,organic,2.05,8435,6374,239,785.64,29.0,25%,4m 58s,Desktop,Safari,1,3,-0.027247183462363544,-1
260,2021-07-16,referral,paid,referral,26.54,3170,2849,761,652.43,13.0,8%,10m 6s,Desktop,Chrome,5,3,0.08705803236112458,1
261,2022-12-30,enterprisemarketingportal,organic,direct,54.96,2245,1397,236,821.22,9.0,14%,10m 44s,Desktop,Firefox,3,5,0.07805088923916248,1
262,2023-12-17,referral,none,direct,25.36,7815,7631,531,100.92,17.0,8%,5m 10s,Mobile,Chrome,1,5,0.08695230865490716,1
263,2022-03-29,referral,organic,organic,12.48,4063,8145,767,340.83,14.0,12%,3m 59s,Desktop,Firefox,4,4,0.07667673832198951,1
264,2021-02-23,enterprisemarketingportal,paid,chrome_launch_switch,90.15,8657,1479,118,413.5,3.0,21%,4m 40s,Mobile,Firefox,3,5,0.013277295745025786,1
265,2022-06-26,referral,none,referral,90.59,1054,4559,208,277.72,3.0,19%,6m 58s,Mobile,Safari,1,4,0.016884592206024895,1
266,2022-11-09,brightedge,organic,direct,55.87,3491,7906,802,654.82,26.0,13%,10m 43s,Desktop,Firefox,2,3,0.07226207768882997,1
267,2022-02-15,google,organic,referral,92.71,8747,8324,10,776.41,7.0,15%,10m 47s,Desktop,Safari,4,4,0.054030509208510935,1
268,2022-01-09,brightedge,organic,chrome_launch_switch,50.82,6962,282,522,881.84,26.0,6%,4m 18s,Desktop,Firefox,5,4,0.09031662828761067,1
269,2022-03-31,google,none,chrome_launch_switch,62.8,2843,4835,403,447.17,5.0,13%,5m 24s,Desktop,Safari,5,4,0.06960095190151572,1
270,2023-01-20,google,referral,chrome_launch_switch,34.64,8606,4201,812,145.21,12.0,18%,1m 59s,Mobile,Safari,3,3,0.0790796945335861,1
271,2021-07-17,referral,referral,organic,10.06,3388,1733,227,394.78,16.0,21%,10m 13s,Desktop,Firefox,3,4,0.0727910276939766,1
272,2022-02-22,enterprisemarketingportal,none,direct,17.28,7739,8145,158,241.75,13.0,5%,5m 38s,Desktop,Firefox,5,4,0.08623578455760006,1
273,2021-07-08,referral,none,direct,69.76,5950,6118,796,960.38,1.0,11%,3m 2s,Desktop,Chrome,5,3,0.031212669417313266,1
274,2023-03-09,enterprisemarketingportal,referral,chrome_launch_switch,52.26,7216,3309,211,54.45,5.0,11%,6m 57s,Desktop,Safari,1,3,0.06376510637389943,1
275,2023-11-03,google,referral,referral,99.12,3965,3700,435,812.81,15.0,16%,3m 5s,Mobile,Safari,2,3,0.03754264893934989,1
276,2021-11-16,google,paid,organic,17.91,5305,5483,90,983.58,11.0,8%,10m 57s,Desktop,Safari,2,3,0.06867749939103196,1
277,2022-02-26,brightedge,paid,direct,91.37,2869,7863,994,346.54,30.0,13%,5m 7s,Desktop,Chrome,3,4,0.011978435802091902,1
278,2022-08-05,brightedge,none,direct,26.51,7552,2561,415,250.43,8.0,14%,9m 45s,Mobile,Firefox,5,3,0.07741950945002674,1
279,2023-07-07,google,referral,organic,52.8,3974,7840,930,373.52,1.0,22%,1m 30s,Mobile,Chrome,5,4,0.046089556003502286,1
280,2022-05-02,google,organic,organic,74.55,9589,817,899,185.42,21.0,5%,9m 2s,Desktop,Safari,5,4,0.05184244458561349,1
281,2021-02-13,referral,paid,organic,84.32,3650,1781,885,604.58,17.0,11%,5m 6s,Mobile,Safari,4,4,0.09302157918312343,1
282,2023-11-07,referral,paid,direct,67.54,5212,5925,579,783.63,1.0,19%,3m 45s,Desktop,Chrome,1,5,0.03786763604902066,1
283,2021-09-04,brightedge,organic,referral,41.1,3303,7483,160,620.64,28.0,6%,9m 15s,Mobile,Firefox,3,4,0.07882644919433157,1
284,2022-09-10,referral,paid,chrome_launch_switch,49.35,3063,3379,954,290.68,16.0,12%,6m 28s,Mobile,Chrome,4,5,0.09502694375500226,1
285,2021-11-29,enterprisemarketingportal,organic,direct,7.98,5291,3739,596,102.2,23.0,15%,1m 22s,Desktop,Firefox,4,4,0.05631818165308111,1
286,2021-02-17,enterprisemarketingportal,organic,chrome_launch_switch,4.94,7037,5885,687,947.84,4.0,6%,5m 51s,Mobile,Chrome,4,5,0.020545147532852526,1
287,2023-12-22,enterprisemarketingportal,none,organic,92.88,9283,2754,470,788.87,28.0,21%,8m 38s,Mobile,Safari,3,4,0.006106260474752934,1
288,2022-08-23,google,organic,chrome_launch_switch,52.3,1378,2790,918,522.29,12.0,9%,3m 46s,Desktop,Firefox,5,3,0.07543824868901972,1
289,2022-09-29,brightedge,referral,referral,5.13,9926,8332,880,544.6,17.0,9%,4m 56s,Mobile,Chrome,5,3,-0.013495010268980812,-1
290,2023-05-08,referral,organic,organic,42.17,5845,3752,371,396.15,6.0,23%,6m 46s,Mobile,Safari,3,3,0.08064315664948818,1
291,2022-11-22,google,paid,direct,2.6,5418,6422,444,489.51,28.0,5%,2m 30s,Desktop,Safari,1,5,0.00039271280561969935,1
292,2021-07-11,enterprisemarketingportal,none,referral,74.8,7768,3225,881,630.04,3.0,7%,3m 4s,Mobile,Firefox,3,5,0.04750693429044306,1
293,2021-05-18,google,paid,organic,56.03,8494,4519,999,326.43,24.0,5%,2m 7s,Mobile,Chrome,1,3,0.0536742544052804,1
294,2021-10-16,referral,referral,organic,30.9,5936,8839,216,541.26,6.0,6%,2m 37s,Mobile,Firefox,5,3,0.07052136597680658,1
295,2022-11-10,enterprisemarketingportal,none,organic,55.41,2695,4038,132,908.03,11.0,20%,5m 58s,Mobile,Safari,3,3,0.08367168457848301,1
296,2023-05-09,referral,paid,chrome_launch_switch,50.65,3287,3871,628,946.34,21.0,21%,2m 12s,Mobile,Chrome,5,5,0.08664258734377539,1
297,2023-02-07,enterprisemarketingportal,none,organic,55.64,7771,677,915,848.0,11.0,16%,6m 49s,Desktop,Firefox,4,4,0.10266736766604972,1
298,2021-12-22,enterprisemarketingportal,paid,direct,65.71,1793,5439,195,474.07,3.0,17%,3m 24s,Mobile,Safari,2,5,0.0415349043633344,1
299,2022-10-04,brightedge,none,organic,71.56,903,5796,731,578.89,12.0,22%,2m 4s,Desktop,Safari,1,4,0.0718250624478961,1
300,2022-10-21,enterprisemarketingportal,referral,direct,22.74,3777,3568,771,187.89,18.0,7%,6m 38s,Mobile,Firefox,3,3,0.07752455962035665,1
301,2022-12-23,enterprisemarketingportal,none,chrome_launch_switch,62.86,2422,7035,69,811.9,1.0,25%,9m 42s,Mobile,Safari,5,3,0.030261597389815154,1
302,2023-11-29,enterprisemarketingportal,paid,referral,85.7,860,4136,781,628.03,14.0,12%,8m 56s,Desktop,Chrome,3,5,0.050013573852119575,1
303,2023-11-17,brightedge,none,referral,88.65,1841,4728,732,942.93,21.0,8%,9m 36s,Desktop,Firefox,3,5,0.06087807800467726,1
304,2021-04-24,brightedge,paid,organic,41.84,8924,6719,919,529.62,4.0,25%,8m 44s,Desktop,Firefox,2,5,0.06354496382297703,1
305,2023-07-27,enterprisemarketingportal,none,direct,90.8,5828,7671,713,546.42,9.0,17%,1m 49s,Desktop,Safari,5,5,0.048563203856127,1
306,2021-05-28,enterprisemarketingportal,none,referral,29.23,1244,598,515,507.65,25.0,12%,5m 37s,Desktop,Safari,3,5,0.048406754845068956,1
307,2023-05-13,brightedge,organic,referral,79.92,8056,7971,819,347.24,9.0,7%,1m 5s,Desktop,Firefox,2,5,0.07003918712645107,1
308,2023-01-11,google,none,chrome_launch_switch,97.85,4468,4771,834,200.2,2.0,7%,3m 20s,Mobile,Firefox,5,5,-0.006871808513725597,-1
309,2021-10-27,referral,none,direct,83.55,1677,4316,134,382.51,5.0,21%,5m 8s,Desktop,Chrome,2,3,0.03985758503168502,1
310,2021-04-25,enterprisemarketingportal,none,organic,39.58,660,2529,442,143.26,2.0,9%,9m 56s,Desktop,Safari,3,3,0.020619072909345948,1
311,2022-05-08,enterprisemarketingportal,organic,chrome_launch_switch,56.7,3980,6998,153,578.67,29.0,12%,7m 26s,Desktop,Safari,2,5,0.04329198164074666,1
312,2023-07-24,enterprisemarketingportal,paid,organic,72.49,3412,7467,505,851.58,8.0,24%,10m 20s,Desktop,Firefox,3,5,0.0813041088300081,1
313,2021-10-07,google,paid,organic,40.16,1596,8323,711,977.83,28.0,8%,5m 23s,Desktop,Firefox,5,5,0.039445397748418154,1
314,2023-05-28,enterprisemarketingportal,none,referral,89.43,494,4194,409,289.09,27.0,25%,5m 39s,Mobile,Chrome,2,5,0.001980538370594642,1
315,2023-08-24,brightedge,paid,organic,6.23,3896,3825,347,216.36,2.0,21%,3m 19s,Desktop,Chrome,3,4,0.006398172568856331,1
316,2021-06-23,referral,paid,chrome_launch_switch,56.89,1732,1156,259,446.74,22.0,15%,6m 39s,Mobile,Firefox,4,5,0.06350876129132588,1
317,2021-04-27,brightedge,referral,referral,50.69,6272,8303,827,984.35,4.0,18%,10m 28s,Mobile,Chrome,2,4,0.07748759203241429,1
318,2023-03-20,google,organic,direct,54.3,5687,4298,580,836.87,27.0,11%,6m 3s,Mobile,Chrome,4,5,0.06758451473958238,1
319,2023-06-20,google,paid,referral,68.25,5196,5320,67,490.82,4.0,8%,3m 20s,Mobile,Safari,3,3,0.0601908078266441,1
320,2021-09-07,enterprisemarketingportal,none,chrome_launch_switch,70.81,3724,2299,329,285.72,20.0,15%,6m 2s,Desktop,Firefox,5,4,0.10252993918236153,1
321,2022-01-24,enterprisemarketingportal,none,organic,49.32,7623,1354,91,272.05,27.0,17%,1m 31s,Mobile,Safari,5,3,0.0579119501350881,1
322,2022-12-28,google,referral,direct,78.85,8720,274,214,674.12,17.0,11%,4m 13s,Mobile,Chrome,5,3,0.05202286715888316,1
323,2023-10-22,google,organic,organic,30.89,8891,5938,563,216.64,3.0,22%,5m 45s,Mobile,Chrome,3,5,0.04198037655215192,1
324,2022-08-21,google,organic,organic,73.48,1596,7503,94,275.83,23.0,22%,7m 33s,Mobile,Safari,3,3,0.05087021150839177,1
325,2023-01-08,google,none,organic,92.61,3158,760,673,344.09,2.0,12%,10m 8s,Desktop,Safari,5,5,0.010563291298507527,1
326,2021-05-14,brightedge,paid,organic,22.41,9776,3069,525,806.24,24.0,5%,4m 41s,Desktop,Chrome,1,4,0.04154529885170899,1
327,2023-10-26,enterprisemarketingportal,none,direct,63.96,7658,6146,436,278.02,22.0,23%,1m 4s,Desktop,Firefox,5,3,0.06820733418842828,1
328,2023-11-12,enterprisemarketingportal,none,chrome_launch_switch,81.07,9596,3293,815,162.99,8.0,25%,5m 13s,Desktop,Chrome,2,3,0.009427386703783736,1
329,2022-12-12,enterprisemarketingportal,paid,direct,78.19,5278,3930,880,871.87,18.0,9%,1m 52s,Desktop,Chrome,2,3,0.08171055496714513,1
330,2021-05-26,referral,referral,referral,88.08,1914,8199,532,673.21,2.0,5%,5m 28s,Desktop,Safari,4,5,0.019930568019618566,1
331,2022-10-23,google,organic,organic,46.85,5349,6354,828,256.65,15.0,12%,5m 26s,Mobile,Chrome,5,5,0.09736584880819843,1
332,2023-01-19,enterprisemarketingportal,organic,direct,88.39,1035,1455,358,893.97,3.0,23%,2m 18s,Mobile,Safari,4,3,0.019828484649026534,1
333,2021-02-28,referral,none,direct,18.0,4218,2439,633,655.52,3.0,23%,2m 57s,Desktop,Firefox,5,4,0.04056108516654666,1
334,2022-05-16,enterprisemarketingportal,organic,direct,21.37,2088,4266,890,319.93,8.0,7%,4m 8s,Desktop,Firefox,4,3,0.068001763635124,1
335,2023-02-26,google,organic,referral,2.74,7140,801,359,513.61,6.0,11%,7m 59s,Desktop,Firefox,4,3,0.020242799382491516,1
336,2021-06-01,google,none,direct,43.28,637,8722,275,422.48,2.0,16%,5m 35s,Mobile,Firefox,4,4,0.03246893804755391,1
337,2024-01-02,google,none,referral,47.69,7872,3288,921,868.43,28.0,17%,8m 21s,Mobile,Firefox,3,5,0.04755858589192963,1
338,2022-04-13,referral,organic,chrome_launch_switch,19.26,1319,7007,218,850.08,26.0,13%,4m 24s,Mobile,Chrome,3,4,0.06473415834295904,1
339,2023-02-09,google,organic,direct,3.49,8436,6202,676,682.17,23.0,10%,4m 39s,Desktop,Firefox,5,4,0.037118035375561464,1
340,2022-10-02,google,none,direct,63.92,8548,1924,547,205.09,10.0,16%,1m 28s,Mobile,Firefox,1,3,0.0586289802866804,1
341,2023-07-28,referral,referral,direct,53.63,6720,4159,127,713.24,1.0,23%,6m 38s,Desktop,Chrome,1,3,0.026502721588465117,1
342,2023-03-01,referral,referral,chrome_launch_switch,35.74,5639,6042,596,968.57,7.0,14%,2m 2s,Mobile,Safari,5,3,0.08534037972425612,1
343,2023-12-17,brightedge,paid,direct,91.39,1422,6544,463,528.31,1.0,20%,5m 53s,Desktop,Firefox,2,5,-0.011720162456899663,-1
344,2023-04-15,brightedge,paid,chrome_launch_switch,2.9,3440,6029,83,178.66,19.0,7%,5m 36s,Desktop,Firefox,4,4,0.030047745277796523,1
345,2021-04-26,enterprisemarketingportal,organic,direct,81.58,2912,2201,418,268.59,9.0,10%,5m 43s,Mobile,Chrome,4,3,0.06772674462799189,1
346,2023-10-11,referral,organic,chrome_launch_switch,98.46,9981,890,48,657.74,23.0,19%,3m 53s,Mobile,Safari,5,5,-0.03149308243659488,-1
347,2023-06-15,google,referral,direct,18.01,2511,6102,636,627.19,28.0,25%,9m 7s,Desktop,Firefox,4,4,0.06057733588797498,1
348,2022-03-28,enterprisemarketingportal,referral,referral,7.62,9334,1519,310,859.49,8.0,18%,6m 17s,Desktop,Firefox,1,3,0.005173323913791883,1
349,2021-07-21,google,paid,chrome_launch_switch,6.07,62,688,302,199.49,3.0,10%,3m 1s,Desktop,Chrome,3,3,-0.045736458449233464,-1
350,2021-09-18,referral,paid,referral,78.33,6221,2422,472,564.93,24.0,5%,2m 41s,Desktop,Firefox,2,4,0.08847696118292753,1
351,2021-12-01,google,none,chrome_launch_switch,77.31,1008,48,910,159.71,26.0,17%,8m 23s,Desktop,Firefox,5,5,0.038689082054112145,1
352,2023-09-09,enterprisemarketingportal,referral,organic,40.44,7555,4097,896,471.18,18.0,21%,10m 18s,Mobile,Firefox,5,4,0.11368455889799889,1
353,2022-12-01,referral,organic,chrome_launch_switch,67.37,6238,6250,567,572.39,26.0,10%,4m 29s,Mobile,Firefox,5,3,0.07269954227207553,1
354,2023-02-14,brightedge,none,organic,11.46,9969,8258,391,157.81,17.0,21%,1m 2s,Desktop,Chrome,5,4,0.02769423033206675,1
355,2021-10-16,google,none,organic,19.9,7109,7857,634,740.65,5.0,13%,2m 15s,Mobile,Safari,5,4,0.06469833003615177,1
356,2021-09-11,google,paid,direct,3.74,5393,6195,267,849.86,20.0,17%,8m 51s,Desktop,Firefox,4,5,0.025908942089925002,1
357,2022-08-09,referral,organic,referral,86.97,2126,3044,194,410.8,6.0,13%,10m 40s,Mobile,Firefox,3,5,0.0549271380819204,1
358,2022-04-19,brightedge,organic,referral,56.64,8372,7170,903,794.45,3.0,15%,10m 49s,Mobile,Chrome,5,5,0.04987006101476554,1
359,2023-05-07,brightedge,none,chrome_launch_switch,48.32,290,2134,191,456.64,25.0,6%,8m 20s,Desktop,Chrome,4,3,0.010359352002578204,1
360,2021-08-08,brightedge,none,direct,22.62,1887,6513,456,576.15,7.0,6%,9m 36s,Desktop,Safari,5,5,0.05374089970636042,1
361,2022-12-09,brightedge,organic,chrome_launch_switch,77.86,8490,7045,464,233.08,15.0,12%,8m 54s,Desktop,Safari,3,3,0.06742597521724913,1
362,2023-11-15,google,referral,chrome_launch_switch,27.45,4859,1116,224,383.45,20.0,15%,9m 20s,Desktop,Firefox,1,3,0.07387025579328665,1
363,2022-12-06,referral,organic,organic,59.99,2356,4535,659,869.3,3.0,10%,5m 53s,Desktop,Safari,3,4,0.052460596948059046,1
364,2021-09-17,referral,organic,direct,12.22,2944,3708,998,831.34,20.0,24%,7m 25s,Desktop,Safari,1,3,0.04286799224677351,1
365,2022-11-18,google,paid,organic,94.12,3138,3368,984,85.46,18.0,8%,3m 49s,Desktop,Chrome,2,5,0.044458574861122147,1
366,2022-09-25,brightedge,paid,organic,94.98,4946,2744,244,852.1,23.0,19%,4m 39s,Mobile,Safari,3,4,0.05613172148868306,1
367,2021-01-22,enterprisemarketingportal,none,organic,77.11,4714,1842,963,129.54,28.0,10%,2m 32s,Mobile,Firefox,3,3,0.04724497387435167,1
368,2023-11-17,google,referral,direct,89.01,9323,6179,320,836.73,7.0,7%,1m 20s,Desktop,Safari,3,3,0.010880439554741161,1
369,2022-01-07,brightedge,none,organic,71.14,8487,6800,700,602.5,20.0,18%,9m 30s,Desktop,Safari,4,4,0.09733399505455803,1
